"LASER + 48h RT (cm from center, Shore A Hardness)",,,,,,,,
-2,-1.5,-1,-0.5,0,0.5,1,1.5,2
14,36,28,11,15,13,21,30.5,13
14,30.5,31,15,15,12,19,29,12.5
11.5,28,24.5,10,14.5,11,19,30.5,12
13,18.5,28,15,18.5,12,19.5,27,13
11,25,28.5,19,18,14.5,16,35,13
