"LASER + 48h RT (cm from center, Shore A Hardness)",,,,,,,,
-2,-1.5,-1,-0.5,0,0.5,1,1.5,2
18.5,21.5,38.5,42.5,42,33.5,42,39,15
13,30.5,40.5,29.5,40.5,39,37.5,39,20
13.5,21,38,35,38.5,39,39.5,40.5,17
18,19,39.5,40.5,40.5,39.5,40.5,28,17.5
14,25,38,41,39,39.5,43,33.5,16.5
