" 48h RT + laser + oven (cm from center, Shore A Hardness)",,,,,,,,
-2,-1.5,-1,-0.5,0,0.5,1,1.5,2
56,55.5,49,47.5,44.5,46,46,53,54
57,46,38,47.5,44,41.5,47,45.5,55
57,52,48,45,44.5,45,49,51,53
55,55,50.5,42.5,44,44.5,46.5,49.5,56
57,55.5,51,44.5,46,45.5,48.5,54,54.5
