"LASER + 48h RT + oven (cm from center, Shore A Hardness)",,,,,,,,
-2,-1.5,-1,-0.5,0,0.5,1,1.5,2
50,49,32,20,12,17,39.5,53,48
53,60,38,17,14,16.5,27,53,46.5
44,56.5,33,21,12,18.5,28.5,52,45.5
49,58.5,33,16.5,18,21,31.5,52,49
44,60,37,24,14,21,25,59,49
