"48h RT (cm from center, Shore A Hardness)",,,,,,,,
-2,-1.5,-1,-0.5,0,0.5,1,1.5,2
13,13.5,14.5,14.5,14.5,13.5,14.5,14.5,13
13.5,13,13.5,15,14,14.5,14.5,14.5,13.5
12,14,14.5,13,14,15.5,15,14.5,15
13,14.5,12.5,15,13.5,16.5,14,14.5,14.5
14,14.5,13.5,16,14.5,13,14,14.5,14.5
